ts,level,level_rate,ai_s,risk_score
2025-12-19 14:19:27,25.330,55.16000,21600.000,10.0
2025-12-19 14:19:32,46.030,58.24000,21600.000,10.0
2025-12-19 14:19:37,99.000,74.02000,21600.000,10.0
2025-12-19 14:19:42,82.210,20.30000,21600.000,10.0
2025-12-19 14:19:47,4.150,85.95000,21600.000,10.0
2025-12-19 14:19:52,90.600,88.36000,21600.000,10.0
2025-12-19 14:19:57,76.530,68.46000,21600.000,10.0
2025-12-19 14:20:02,42.930,84.93000,21600.000,10.0
2025-12-19 14:20:07,56.150,41.58000,21600.000,10.0
2025-12-19 14:20:12,1.930,27.75000,21600.000,10.0
2025-12-19 14:20:17,77.460,19.96000,21600.000,10.0
2025-12-19 14:20:22,72.370,46.10000,21600.000,10.0
2025-12-19 14:20:27,5.360,22.82000,21600.000,10.0
2025-12-19 14:20:32,2.720,5.51000,21600.000,10.0
2025-12-19 14:20:37,9.640,45.95000,21600.000,10.0
2025-12-19 14:20:42,26.450,95.98000,21600.000,10.0
2025-12-19 14:20:47,63.290,94.88000,21600.000,10.0
2025-12-19 14:20:52,6.400,12.11000,21600.000,10.0
2025-12-19 14:20:57,18.360,40.81000,21600.000,10.0
2025-12-19 14:21:02,52.220,39.14000,21600.000,10.0
2025-12-19 14:21:07,66.870,19.49000,21600.000,10.0
2025-12-19 14:21:12,63.430,59.85000,21600.000,10.0
2025-12-19 14:21:17,77.500,41.69000,21600.000,10.0
2025-12-19 14:21:22,73.890,87.91000,21600.000,10.0
2025-12-19 14:21:27,95.600,57.55000,21600.000,10.0
2025-12-19 14:21:32,29.140,96.91000,21600.000,10.0
2025-12-19 14:21:37,4.070,61.11000,21600.000,10.0
2025-12-19 14:21:42,19.940,52.72000,21600.000,10.0
2025-12-19 14:21:47,71.640,56.84000,21600.000,10.0
2025-12-19 14:21:52,46.650,23.79000,21600.000,10.0
2025-12-19 14:21:57,63.970,69.21000,21600.000,10.0
2025-12-19 14:22:02,22.500,27.12000,21600.000,10.0
2025-12-19 14:22:07,59.090,38.83000,21600.000,10.0
2025-12-19 14:22:12,93.780,69.87000,21600.000,10.0
2025-12-19 14:22:17,63.140,22.09000,21600.000,10.0
2025-12-19 14:22:22,19.100,74.84000,21600.000,10.0
2025-12-19 14:22:27,17.480,24.88000,21600.000,10.0
2025-12-19 14:22:32,44.160,47.72000,21600.000,10.0
2025-12-19 14:22:37,52.400,69.61000,21600.000,10.0
2025-12-19 14:22:42,56.260,83.29000,21600.000,10.0
2025-12-19 14:22:47,63.690,72.23000,21600.000,10.0
2025-12-19 14:22:52,67.420,63.66000,21600.000,10.0
2025-12-19 14:22:57,94.470,90.20000,21600.000,10.0
2025-12-19 14:23:02,89.320,5.41000,21600.000,10.0
2025-12-19 14:23:07,82.720,71.45000,21600.000,10.0
2025-12-19 14:23:12,43.940,48.82000,21600.000,10.0
2025-12-19 14:23:17,22.400,23.52000,21600.000,10.0
2025-12-19 14:23:22,11.020,79.18000,21600.000,10.0
2025-12-19 14:23:27,91.660,79.46000,21600.000,10.0
2025-12-19 14:23:32,32.490,56.34000,21600.000,10.0
2025-12-19 14:23:37,62.840,63.36000,21600.000,10.0
2025-12-19 14:23:42,68.290,44.58000,21600.000,10.0
2025-12-19 14:23:47,22.170,92.65000,21600.000,10.0
2025-12-19 14:23:52,1.440,5.35000,21600.000,10.0
2025-12-19 14:23:57,72.800,0.76000,21600.000,10.0
2025-12-19 14:24:02,84.270,19.31000,21600.000,10.0
2025-12-19 14:24:07,44.920,99.28000,21600.000,10.0
2025-12-19 14:24:12,74.710,84.98000,21600.000,10.0
2025-12-19 14:24:17,41.830,33.78000,21600.000,10.0
2025-12-19 14:24:22,7.410,14.67000,21600.000,10.0
2025-12-19 14:24:27,78.800,20.12000,21600.000,10.0
2025-12-19 14:24:32,1.130,83.48000,21600.000,10.0
2025-12-19 14:24:37,74.050,89.09000,21600.000,10.0
2025-12-19 14:24:42,37.610,57.54000,21600.000,10.0
2025-12-19 14:24:47,1.700,70.77000,21600.000,10.0
2025-12-19 14:24:52,62.720,21.68000,21600.000,10.0
2025-12-19 14:24:57,27.770,57.68000,21600.000,10.0
2025-12-19 14:25:02,69.150,68.47000,21600.000,10.0
2025-12-19 14:25:07,78.900,8.82000,21600.000,10.0
2025-12-19 14:25:12,58.250,76.23000,21600.000,10.0
2025-12-19 14:25:17,29.670,20.05000,21600.000,10.0
2025-12-19 14:25:22,41.540,93.85000,21600.000,10.0
2025-12-19 14:25:27,14.900,44.46000,21600.000,10.0
2025-12-19 14:25:32,82.870,48.12000,21600.000,10.0
2025-12-19 14:25:37,94.660,72.75000,21600.000,10.0
2025-12-19 14:25:42,39.250,96.64000,21600.000,10.0
2025-12-19 14:25:47,96.650,32.05000,21600.000,10.0
2025-12-19 14:25:52,42.050,90.34000,21600.000,10.0
2025-12-19 14:25:57,1.810,19.75000,21600.000,10.0
2025-12-19 14:26:02,27.070,38.89000,21600.000,10.0
2025-12-19 14:26:07,86.260,13.50000,21600.000,10.0
2025-12-19 14:26:12,50.120,63.06000,21600.000,10.0
2025-12-19 14:26:17,61.730,88.94000,21600.000,10.0
2025-12-19 14:26:22,67.500,83.56000,21600.000,10.0
2025-12-19 14:26:27,33.280,37.99000,21600.000,10.0
2025-12-19 14:26:32,83.120,6.00000,21600.000,10.0
2025-12-19 14:26:37,52.190,72.90000,21600.000,10.0
2025-12-19 14:26:42,50.830,70.56000,21600.000,10.0
2025-12-19 14:26:47,76.540,18.44000,21600.000,10.0
2025-12-19 14:26:52,77.790,41.19000,21600.000,10.0
2025-12-19 14:26:57,75.920,60.34000,21600.000,10.0
2025-12-19 14:27:02,97.570,68.17000,21600.000,10.0
2025-12-19 14:27:07,3.560,77.72000,21600.000,10.0
2025-12-19 14:27:12,85.330,85.32000,21600.000,10.0
2025-12-19 14:27:17,71.740,88.52000,21600.000,10.0
2025-12-19 14:27:22,65.910,62.24000,21600.000,10.0
2025-12-19 14:27:27,37.980,12.08000,21600.000,10.0
2025-12-19 14:27:32,75.310,2.74000,21600.000,10.0
2025-12-19 14:27:37,78.420,50.17000,21600.000,10.0
2025-12-19 14:27:42,34.120,4.41000,21600.000,10.0
2025-12-19 14:27:47,50.400,98.33000,21600.000,10.0
2025-12-19 14:27:52,62.980,68.79000,21600.000,10.0
2025-12-19 14:27:57,3.450,78.05000,21600.000,10.0
2025-12-19 14:28:02,4.250,74.17000,21600.000,10.0
2025-12-19 14:28:07,39.900,18.43000,21600.000,10.0
2025-12-19 14:28:12,81.000,76.60000,21600.000,10.0
2025-12-19 14:28:17,14.940,57.47000,21600.000,10.0
2025-12-19 14:28:22,10.110,32.17000,21600.000,10.0
2025-12-19 14:28:27,55.380,9.84000,21600.000,10.0
2025-12-20 19:58:25,23.709,0.00000,0.000,100.0
2025-12-20 19:58:30,23.726,0.00300,0.000,100.0
2025-12-20 19:58:35,23.709,-0.00300,0.000,100.0
2025-12-20 19:58:40,23.709,0.00000,0.000,100.0
2025-12-20 19:58:45,23.726,0.00300,0.000,100.0
2025-12-20 19:58:50,23.709,-0.00300,0.000,100.0
2025-12-20 19:58:55,23.726,0.00300,0.000,100.0
2025-12-20 19:59:00,23.709,-0.00300,0.000,100.0
2025-12-20 19:59:05,23.709,0.00000,0.000,100.0
2025-12-20 19:59:10,23.709,0.00000,0.000,100.0
2025-12-20 19:59:15,23.726,0.00300,0.000,100.0
2025-12-20 19:59:20,23.726,0.00000,0.000,100.0
2025-12-20 19:59:25,23.709,-0.00300,0.000,100.0
2025-12-20 19:59:30,23.726,0.00300,0.000,100.0
2025-12-20 19:59:35,23.709,-0.00300,0.000,100.0
2025-12-20 19:59:40,23.709,0.00000,0.000,100.0
2025-12-20 19:59:45,23.726,0.00300,0.000,100.0
2025-12-20 19:59:50,23.709,-0.00300,0.000,100.0
2025-12-20 19:59:55,23.709,0.00000,0.000,100.0
2025-12-20 20:00:00,23.709,0.00000,0.000,100.0
2025-12-20 20:00:05,23.726,0.00300,0.000,100.0
2025-12-20 20:00:10,23.726,0.00000,0.000,100.0
2025-12-20 20:00:15,23.709,-0.00300,0.000,100.0
2025-12-20 20:00:20,23.709,0.00000,0.000,100.0
2025-12-20 20:00:25,23.709,0.00000,0.000,100.0
2025-12-20 20:00:30,23.709,0.00000,0.000,100.0
2025-12-20 20:00:35,23.726,0.00300,0.000,100.0
2025-12-20 20:00:40,23.709,-0.00300,0.000,100.0
2025-12-20 20:00:45,23.297,-0.08200,0.000,100.0
2025-12-20 20:00:50,23.709,0.08200,21600.000,10.0
2025-12-20 20:00:55,23.709,0.00000,0.000,100.0
2025-12-20 20:01:00,23.297,-0.08200,0.000,100.0
2025-12-20 20:01:05,23.709,0.08200,21600.000,10.0
2025-12-20 20:01:10,23.726,0.00300,0.000,100.0
2025-12-20 20:01:15,23.709,-0.00300,0.000,100.0
2025-12-20 20:01:20,23.726,0.00300,0.000,100.0
2025-12-20 20:01:25,23.726,0.00000,0.000,100.0
2025-12-20 20:01:30,23.709,-0.00300,0.000,100.0
2025-12-20 20:01:35,23.709,0.00000,0.000,100.0
2025-12-20 20:01:40,23.726,0.00300,0.000,100.0
2025-12-20 20:01:45,23.726,0.00000,0.000,100.0
2025-12-20 20:01:50,23.726,0.00000,0.000,100.0
2025-12-20 20:01:55,23.709,-0.00300,0.000,100.0
2025-12-20 20:02:00,23.726,0.00300,0.000,100.0
2025-12-20 20:02:05,23.709,-0.00300,0.000,100.0
2025-12-20 20:02:10,23.726,0.00300,0.000,100.0
2025-12-20 20:02:15,23.709,-0.00300,0.000,100.0
2025-12-20 20:02:21,23.709,0.00000,0.000,100.0
2025-12-20 20:02:26,23.709,0.00000,0.000,100.0
2025-12-20 20:02:31,23.726,0.00300,0.000,100.0
2025-12-20 20:02:36,23.709,-0.00300,0.000,100.0
2025-12-20 20:02:41,23.726,0.00300,0.000,100.0
2025-12-20 20:02:46,23.709,-0.00300,0.000,100.0
2025-12-20 20:02:51,23.709,0.00000,0.000,100.0
2025-12-20 20:02:56,23.709,0.00000,0.000,100.0
2025-12-20 20:03:01,23.726,0.00300,0.000,100.0
2025-12-20 20:03:06,23.726,0.00000,0.000,100.0
2025-12-20 20:03:11,23.709,-0.00300,0.000,100.0
2025-12-20 20:03:16,23.709,0.00000,0.000,100.0
2025-12-20 20:03:21,23.726,0.00300,0.000,100.0
2025-12-20 20:03:26,23.709,-0.00300,0.000,100.0
2025-12-20 20:03:31,23.709,0.00000,0.000,100.0
2025-12-20 20:03:36,23.726,0.00300,0.000,100.0
2025-12-20 20:03:41,23.709,-0.00300,0.000,100.0
2025-12-20 20:03:46,23.709,0.00000,0.000,100.0
2025-12-20 20:03:51,23.709,0.00000,0.000,100.0
2025-12-20 20:03:56,23.726,0.00300,0.000,100.0
2025-12-20 20:04:01,23.726,0.00000,0.000,100.0
2025-12-20 20:04:06,23.709,-0.00300,0.000,100.0
2025-12-20 20:04:11,23.709,0.00000,0.000,100.0
2025-12-20 20:04:16,23.709,0.00000,0.000,100.0
2025-12-20 20:04:21,23.709,0.00000,0.000,100.0
2025-12-20 20:04:26,23.726,0.00300,0.000,100.0
2025-12-20 20:04:31,23.709,-0.00300,0.000,100.0
2025-12-20 20:04:36,23.726,0.00300,0.000,100.0
2025-12-20 20:04:41,23.709,-0.00300,0.000,100.0
2025-12-20 20:04:46,23.709,0.00000,0.000,100.0
2025-12-20 20:04:51,23.726,0.00300,0.000,100.0
2025-12-20 20:04:56,23.709,-0.00300,0.000,100.0
2025-12-20 20:05:01,23.726,0.00300,0.000,100.0
2025-12-20 20:05:06,23.709,-0.00300,0.000,100.0
2025-12-20 20:05:11,23.726,0.00300,0.000,100.0
2025-12-20 20:05:16,23.726,0.00000,0.000,100.0
2025-12-20 20:05:21,23.726,0.00000,0.000,100.0
2025-12-20 20:05:26,23.709,-0.00300,0.000,100.0
2025-12-20 20:05:31,23.726,0.00300,0.000,100.0
2025-12-20 20:05:36,23.297,-0.08600,0.000,100.0
2025-12-20 20:05:41,23.726,0.08600,21600.000,10.0
2025-12-20 20:05:46,23.726,0.00000,0.000,100.0
2025-12-20 20:05:51,23.726,0.00000,0.000,100.0
2025-12-20 20:05:56,23.726,0.00000,0.000,100.0
2025-12-20 20:06:01,23.726,0.00000,0.000,100.0
2025-12-20 20:06:06,23.726,0.00000,0.000,100.0
2025-12-20 20:06:11,23.709,-0.00300,0.000,100.0
2025-12-20 20:06:16,23.726,0.00300,0.000,100.0
2025-12-20 20:06:21,23.709,-0.00300,0.000,100.0
2025-12-20 20:06:26,23.709,0.00000,0.000,100.0
2025-12-20 20:06:31,23.709,0.00000,0.000,100.0
2025-12-20 20:06:36,23.726,0.00300,0.000,100.0
2025-12-20 20:06:41,23.709,-0.00300,0.000,100.0
2025-12-20 20:06:46,23.726,0.00300,0.000,100.0
2025-12-20 20:06:51,23.709,-0.00300,0.000,100.0
2025-12-20 20:06:56,23.709,0.00000,0.000,100.0
2025-12-20 20:07:01,23.709,0.00000,0.000,100.0
2025-12-20 20:07:06,23.709,0.00000,0.000,100.0
2025-12-20 20:07:11,23.709,0.00000,0.000,100.0
2025-12-20 20:07:16,23.726,0.00300,0.000,100.0
2025-12-20 20:07:21,23.726,0.00000,0.000,100.0
2025-12-20 20:07:26,23.726,0.00000,0.000,100.0
2025-12-20 20:07:31,23.709,-0.00300,0.000,100.0
2025-12-20 20:07:36,23.709,0.00000,0.000,100.0
2025-12-20 20:07:41,23.709,0.00000,0.000,100.0
2025-12-20 20:07:46,23.726,0.00300,0.000,100.0
2025-12-20 20:07:51,23.709,-0.00300,0.000,100.0
2025-12-20 20:07:56,23.709,0.00000,0.000,100.0
2025-12-20 20:08:01,23.709,0.00000,0.000,100.0
2025-12-20 20:08:06,23.726,0.00300,0.000,100.0
2025-12-20 20:08:11,23.709,-0.00300,0.000,100.0
2025-12-20 20:08:16,23.726,0.00300,0.000,100.0
2025-12-20 20:08:21,23.709,-0.00300,0.000,100.0
2025-12-20 20:08:26,23.709,0.00000,0.000,100.0
2025-12-20 20:08:31,23.726,0.00300,0.000,100.0
2025-12-20 20:08:36,23.709,-0.00300,0.000,100.0
2025-12-20 20:08:41,23.709,0.00000,0.000,100.0
2025-12-20 20:08:46,23.726,0.00300,0.000,100.0
2025-12-20 20:08:51,23.709,-0.00300,0.000,100.0
2025-12-20 20:08:56,23.709,0.00000,0.000,100.0
2025-12-20 20:09:01,23.709,0.00000,0.000,100.0
2025-12-20 20:09:06,23.709,0.00000,0.000,100.0
2025-12-20 20:09:11,23.726,0.00300,0.000,100.0
2025-12-20 20:09:16,23.709,-0.00300,0.000,100.0
2025-12-20 20:09:21,23.726,0.00300,0.000,100.0
2025-12-20 20:09:26,23.709,-0.00300,0.000,100.0
2025-12-20 20:09:31,23.709,0.00000,0.000,100.0
2025-12-20 20:09:36,23.726,0.00300,0.000,100.0
2025-12-20 20:09:41,23.726,0.00000,0.000,100.0
2025-12-20 20:09:46,23.709,-0.00300,0.000,100.0
2025-12-20 20:09:51,23.726,0.00300,0.000,100.0
2025-12-20 20:09:56,23.726,0.00000,0.000,100.0
2025-12-20 20:10:01,23.709,-0.00300,0.000,100.0
2025-12-20 20:10:06,23.726,0.00300,0.000,100.0
2025-12-20 20:10:11,23.726,0.00000,0.000,100.0
2025-12-20 20:10:16,23.726,0.00000,0.000,100.0
2025-12-20 20:10:21,23.726,0.00000,0.000,100.0
2025-12-20 20:10:26,23.709,-0.00300,0.000,100.0
2025-12-20 20:10:31,23.726,0.00300,0.000,100.0
2025-12-20 20:10:36,23.726,0.00000,0.000,100.0
2025-12-20 20:10:41,23.709,-0.00300,0.000,100.0
2025-12-20 20:10:46,23.709,0.00000,0.000,100.0
2025-12-20 20:10:51,23.709,0.00000,0.000,100.0
2025-12-20 20:10:56,23.709,0.00000,0.000,100.0
2025-12-20 20:11:01,23.726,0.00300,0.000,100.0
2025-12-20 20:11:06,23.726,0.00000,0.000,100.0
2025-12-20 20:11:11,23.726,0.00000,0.000,100.0
2025-12-20 20:11:16,23.709,-0.00300,0.000,100.0
2025-12-20 20:11:21,23.726,0.00300,0.000,100.0
2025-12-20 20:11:26,23.726,0.00000,0.000,100.0
2025-12-20 20:11:31,23.709,-0.00300,0.000,100.0
2025-12-20 20:11:36,23.726,0.00300,0.000,100.0
2025-12-20 20:11:41,23.709,-0.00300,0.000,100.0
2025-12-20 20:11:46,23.709,0.00000,0.000,100.0
2025-12-20 20:11:51,23.709,0.00000,0.000,100.0
2025-12-20 20:11:56,23.726,0.00300,0.000,100.0
2025-12-20 20:12:01,23.726,0.00000,0.000,100.0
2025-12-20 20:12:06,23.726,0.00000,0.000,100.0
2025-12-20 20:12:11,23.709,-0.00300,0.000,100.0
2025-12-20 20:12:16,23.709,0.00000,0.000,100.0
2025-12-20 20:12:21,23.297,-0.08200,0.000,100.0
2025-12-20 20:12:26,23.709,0.08200,21600.000,10.0
2025-12-20 20:12:31,23.709,0.00000,0.000,100.0
2025-12-20 20:12:36,23.726,0.00300,0.000,100.0
2025-12-20 20:12:41,23.709,-0.00300,0.000,100.0
2025-12-20 20:12:46,23.709,0.00000,0.000,100.0
2025-12-20 20:12:51,23.726,0.00300,0.000,100.0
2025-12-20 20:12:56,23.726,0.00000,0.000,100.0
2025-12-20 20:13:01,23.726,0.00000,0.000,100.0
2025-12-20 20:13:06,23.709,-0.00300,0.000,100.0
2025-12-20 20:13:11,23.726,0.00300,0.000,100.0
2025-12-20 20:13:16,23.709,-0.00300,0.000,100.0
2025-12-20 20:13:21,23.726,0.00300,0.000,100.0
2025-12-20 20:13:26,23.709,-0.00300,0.000,100.0
2025-12-20 20:13:32,23.726,0.00300,0.000,100.0
2025-12-20 20:13:37,23.709,-0.00300,0.000,100.0
2025-12-20 20:13:42,23.726,0.00300,0.000,100.0
2025-12-20 20:13:47,23.709,-0.00300,0.000,100.0
2025-12-20 20:13:52,23.726,0.00300,0.000,100.0
2025-12-20 20:13:57,23.709,-0.00300,0.000,100.0
2025-12-20 20:14:02,23.709,0.00000,0.000,100.0
2025-12-20 20:14:07,23.726,0.00300,0.000,100.0
2025-12-20 20:14:12,23.726,0.00000,0.000,100.0
2025-12-20 20:14:17,23.709,-0.00300,0.000,100.0
2025-12-20 20:14:22,23.709,0.00000,0.000,100.0
2025-12-20 20:14:27,23.709,0.00000,0.000,100.0
2025-12-20 20:14:32,23.726,0.00300,0.000,100.0
2025-12-20 20:14:37,23.726,0.00000,0.000,100.0
2025-12-20 20:14:42,23.709,-0.00300,0.000,100.0
2025-12-20 20:14:47,23.709,0.00000,0.000,100.0
2025-12-20 20:14:52,23.709,0.00000,0.000,100.0
2025-12-20 20:14:57,23.709,0.00000,0.000,100.0
2025-12-20 20:15:02,23.726,0.00300,0.000,100.0
2025-12-20 20:15:07,23.709,-0.00300,0.000,100.0
2025-12-20 20:15:12,23.297,-0.08200,0.000,100.0
2025-12-20 20:15:17,23.726,0.08600,21600.000,10.0
2025-12-20 20:15:22,23.726,0.00000,0.000,100.0
2025-12-20 20:15:27,23.709,-0.00300,0.000,100.0
2025-12-20 20:15:32,23.709,0.00000,0.000,100.0
2025-12-20 20:15:37,23.709,0.00000,0.000,100.0
2025-12-20 20:15:42,23.709,0.00000,0.000,100.0
2025-12-20 20:15:47,23.709,0.00000,0.000,100.0
2025-12-20 20:15:52,23.709,0.00000,0.000,100.0
2025-12-20 20:15:57,23.709,0.00000,0.000,100.0
2025-12-20 20:16:02,23.709,0.00000,0.000,100.0
2025-12-20 20:16:07,23.709,0.00000,0.000,100.0
2025-12-20 20:16:12,23.709,0.00000,0.000,100.0
2025-12-20 20:16:17,23.709,0.00000,0.000,100.0
2025-12-20 20:16:22,23.709,0.00000,0.000,100.0
2025-12-20 20:16:27,23.709,0.00000,0.000,100.0
2025-12-20 20:16:32,23.726,0.00300,0.000,100.0
2025-12-20 20:16:37,23.709,-0.00300,0.000,100.0
2025-12-20 20:16:42,23.726,0.00300,0.000,100.0
2025-12-20 20:16:47,23.709,-0.00300,0.000,100.0
2025-12-20 20:16:52,23.709,0.00000,0.000,100.0
2025-12-20 20:16:57,23.726,0.00300,0.000,100.0
2025-12-20 20:17:02,23.709,-0.00300,0.000,100.0
2025-12-20 20:17:07,23.709,0.00000,0.000,100.0
2025-12-20 20:17:12,23.709,0.00000,0.000,100.0
2025-12-20 20:17:17,23.709,0.00000,0.000,100.0
2025-12-20 20:17:22,23.709,0.00000,0.000,100.0
2025-12-20 20:17:27,23.709,0.00000,0.000,100.0
2025-12-20 20:17:32,23.709,0.00000,0.000,100.0
2025-12-20 20:17:37,23.709,0.00000,0.000,100.0
2025-12-20 20:17:42,23.709,0.00000,0.000,100.0
2025-12-20 20:17:47,23.726,0.00300,0.000,100.0
2025-12-20 20:17:52,23.709,-0.00300,0.000,100.0
2025-12-20 20:17:57,23.709,0.00000,0.000,100.0
2025-12-20 20:18:02,23.709,0.00000,0.000,100.0
2025-12-20 20:18:07,23.709,0.00000,0.000,100.0
2025-12-20 20:18:12,23.709,0.00000,0.000,100.0
2025-12-20 20:18:17,23.709,0.00000,0.000,100.0
2025-12-20 20:18:22,23.709,0.00000,0.000,100.0
2025-12-20 20:18:27,23.709,0.00000,0.000,100.0
2025-12-20 20:18:32,23.726,0.00300,0.000,100.0
2025-12-20 20:18:37,23.709,-0.00300,0.000,100.0
2025-12-20 20:18:42,23.726,0.00300,0.000,100.0
2025-12-20 20:18:47,23.726,0.00000,0.000,100.0
2025-12-20 20:18:52,23.709,-0.00300,0.000,100.0
2025-12-20 20:18:57,23.709,0.00000,0.000,100.0
2025-12-20 20:19:02,23.726,0.00300,0.000,100.0
2025-12-20 20:19:07,23.709,-0.00300,0.000,100.0
2025-12-20 20:19:12,23.726,0.00300,0.000,100.0
2025-12-20 20:19:17,23.709,-0.00300,0.000,100.0
2025-12-20 20:19:22,23.297,-0.08200,0.000,100.0
2025-12-20 20:19:27,23.709,0.08200,21600.000,10.0
2025-12-20 20:19:32,23.709,0.00000,0.000,100.0
2025-12-20 20:19:37,23.297,-0.08200,0.000,100.0
2025-12-20 20:19:42,23.726,0.08600,21600.000,10.0
2025-12-20 20:19:47,23.709,-0.00300,0.000,100.0
2025-12-20 20:19:52,23.726,0.00300,0.000,100.0
2025-12-20 20:19:57,23.726,0.00000,0.000,100.0
2025-12-20 20:20:02,23.709,-0.00300,0.000,100.0
2025-12-20 20:20:07,23.726,0.00300,0.000,100.0
2025-12-20 20:20:12,23.709,-0.00300,0.000,100.0
2025-12-20 20:20:17,23.709,0.00000,0.000,100.0
2025-12-20 20:20:22,23.726,0.00300,0.000,100.0
2025-12-20 20:20:27,23.709,-0.00300,0.000,100.0
2025-12-20 20:20:32,23.726,0.00300,0.000,100.0
2025-12-20 20:20:37,23.726,0.00000,0.000,100.0
2025-12-20 20:20:42,23.709,-0.00300,0.000,100.0
2025-12-20 20:20:47,23.709,0.00000,0.000,100.0
2025-12-20 20:20:52,23.726,0.00300,0.000,100.0
2025-12-20 20:20:57,23.709,-0.00300,0.000,100.0
2025-12-20 20:21:02,23.726,0.00300,0.000,100.0
2025-12-20 20:21:07,23.709,-0.00300,0.000,100.0
2025-12-20 20:21:12,23.709,0.00000,0.000,100.0
2025-12-20 20:21:17,23.709,0.00000,0.000,100.0
2025-12-20 20:21:22,23.709,0.00000,0.000,100.0
2025-12-20 20:21:27,23.726,0.00300,0.000,100.0
2025-12-20 20:21:32,23.709,-0.00300,0.000,100.0
2025-12-20 20:21:37,23.709,0.00000,0.000,100.0
2025-12-20 20:21:42,23.709,0.00000,0.000,100.0
2025-12-20 20:21:47,23.709,0.00000,0.000,100.0
2025-12-20 20:21:52,23.709,0.00000,0.000,100.0
2025-12-20 20:21:57,23.297,-0.08200,0.000,100.0
2025-12-20 20:22:02,23.709,0.08200,21600.000,10.0
2025-12-20 20:22:07,23.709,0.00000,0.000,100.0
2025-12-20 20:22:12,23.709,0.00000,0.000,100.0
2025-12-20 20:22:17,23.709,0.00000,0.000,100.0
2025-12-20 20:22:22,23.709,0.00000,0.000,100.0
2025-12-20 20:22:27,23.726,0.00300,0.000,100.0
2025-12-20 20:22:32,23.709,-0.00300,0.000,100.0
2025-12-20 20:22:37,23.709,0.00000,0.000,100.0
2025-12-20 20:22:42,23.726,0.00300,0.000,100.0
2025-12-20 20:22:47,23.726,0.00000,0.000,100.0
2025-12-20 20:22:52,23.709,-0.00300,0.000,100.0
2025-12-20 20:22:57,23.709,0.00000,0.000,100.0
2025-12-20 20:23:02,23.709,0.00000,0.000,100.0
2025-12-20 20:23:07,23.709,0.00000,0.000,100.0
2025-12-20 20:23:12,23.726,0.00300,0.000,100.0
2025-12-20 20:23:17,23.709,-0.00300,0.000,100.0
2025-12-20 20:23:22,23.709,0.00000,0.000,100.0
2025-12-20 20:23:27,23.726,0.00300,0.000,100.0
2025-12-20 20:23:32,23.709,-0.00300,0.000,100.0
2025-12-20 20:23:37,23.709,0.00000,0.000,100.0
2025-12-20 20:23:42,23.709,0.00000,0.000,100.0
2025-12-20 20:23:47,23.726,0.00300,0.000,100.0
2025-12-20 20:23:52,23.709,-0.00300,0.000,100.0
2025-12-20 20:23:57,23.709,0.00000,0.000,100.0
2025-12-20 20:24:02,23.726,0.00300,0.000,100.0
2025-12-20 20:24:07,23.726,0.00000,0.000,100.0
2025-12-20 20:24:12,23.726,0.00000,0.000,100.0
2025-12-20 20:24:17,23.709,-0.00300,0.000,100.0
2025-12-20 20:24:22,23.709,0.00000,0.000,100.0
2025-12-20 20:24:27,23.709,0.00000,0.000,100.0
2025-12-20 20:24:32,23.726,0.00300,0.000,100.0
2025-12-20 20:24:37,23.726,0.00000,0.000,100.0
2025-12-20 20:24:42,23.726,0.00000,0.000,100.0
2025-12-20 20:24:47,23.709,-0.00300,0.000,100.0
2025-12-20 20:24:53,23.709,0.00000,0.000,100.0
2025-12-20 20:24:58,23.726,0.00300,0.000,100.0
2025-12-20 20:25:03,23.297,-0.08600,0.000,100.0
2025-12-20 20:25:08,23.709,0.08200,21600.000,10.0
2025-12-20 20:25:13,23.709,0.00000,0.000,100.0
2025-12-20 20:25:18,23.726,0.00300,0.000,100.0
2025-12-20 20:25:23,23.726,0.00000,0.000,100.0
2025-12-20 20:25:28,23.709,-0.00300,0.000,100.0
2025-12-20 20:25:33,23.709,0.00000,0.000,100.0
2025-12-20 20:25:38,23.726,0.00300,0.000,100.0
2025-12-20 20:25:43,23.709,-0.00300,0.000,100.0
2025-12-20 20:25:48,23.709,0.00000,0.000,100.0
2025-12-20 20:25:53,23.709,0.00000,0.000,100.0
2025-12-20 20:25:58,23.709,0.00000,0.000,100.0
2025-12-20 20:26:03,23.726,0.00300,0.000,100.0
2025-12-20 20:26:08,23.709,-0.00300,0.000,100.0
2025-12-20 20:26:13,23.726,0.00300,0.000,100.0
2025-12-20 20:26:18,23.709,-0.00300,0.000,100.0
2025-12-20 20:26:23,23.709,0.00000,0.000,100.0
2025-12-20 20:26:28,23.709,0.00000,0.000,100.0
2025-12-20 20:26:33,23.709,0.00000,0.000,100.0
2025-12-20 20:26:38,23.709,0.00000,0.000,100.0
2025-12-20 20:26:43,23.726,0.00300,0.000,100.0
2025-12-20 20:26:48,23.709,-0.00300,0.000,100.0
2025-12-20 20:26:53,23.709,0.00000,0.000,100.0
2025-12-20 20:26:58,23.709,0.00000,0.000,100.0
2025-12-20 20:27:03,23.726,0.00300,0.000,100.0
2025-12-20 20:27:08,23.726,0.00000,0.000,100.0
2025-12-20 20:27:13,23.726,0.00000,0.000,100.0
2025-12-20 20:27:18,23.709,-0.00300,0.000,100.0
2025-12-20 20:27:23,23.726,0.00300,0.000,100.0
2025-12-20 20:27:28,23.709,-0.00300,0.000,100.0
