ts,level,level_rate
2025-12-20 20:07:11,23.709,0.0
2025-12-20 20:07:16,23.726,0.003
2025-12-20 20:07:21,23.726,0.0
2025-12-20 20:07:26,23.726,0.0
2025-12-20 20:07:31,23.709,-0.003
2025-12-20 20:07:36,23.709,0.0
2025-12-20 20:07:41,23.709,0.0
2025-12-20 20:07:46,23.726,0.003
2025-12-20 20:07:51,23.709,-0.003
2025-12-20 20:07:56,23.709,0.0
2025-12-20 20:08:01,23.709,0.0
2025-12-20 20:08:06,23.726,0.003
2025-12-20 20:08:11,23.709,-0.003
2025-12-20 20:08:16,23.726,0.003
2025-12-20 20:08:21,23.709,-0.003
2025-12-20 20:08:26,23.709,0.0
2025-12-20 20:08:31,23.726,0.003
2025-12-20 20:08:36,23.709,-0.003
2025-12-20 20:08:41,23.709,0.0
2025-12-20 20:08:46,23.726,0.003
2025-12-20 20:08:51,23.709,-0.003
2025-12-20 20:08:56,23.709,0.0
2025-12-20 20:09:01,23.709,0.0
2025-12-20 20:09:06,23.709,0.0
2025-12-20 20:09:11,23.726,0.003
2025-12-20 20:09:16,23.709,-0.003
2025-12-20 20:09:21,23.726,0.003
2025-12-20 20:09:26,23.709,-0.003
2025-12-20 20:09:31,23.709,0.0
2025-12-20 20:09:36,23.726,0.003
2025-12-20 20:09:41,23.726,0.0
2025-12-20 20:09:46,23.709,-0.003
2025-12-20 20:09:51,23.726,0.003
2025-12-20 20:09:56,23.726,0.0
2025-12-20 20:10:01,23.709,-0.003
2025-12-20 20:10:06,23.726,0.003
2025-12-20 20:10:11,23.726,0.0
2025-12-20 20:10:16,23.726,0.0
2025-12-20 20:10:21,23.726,0.0
2025-12-20 20:10:26,23.709,-0.003
2025-12-20 20:10:31,23.726,0.003
2025-12-20 20:10:36,23.726,0.0
2025-12-20 20:10:41,23.709,-0.003
2025-12-20 20:10:46,23.709,0.0
2025-12-20 20:10:51,23.709,0.0
2025-12-20 20:10:56,23.709,0.0
2025-12-20 20:11:01,23.726,0.003
2025-12-20 20:11:06,23.726,0.0
2025-12-20 20:11:11,23.726,0.0
2025-12-20 20:11:16,23.709,-0.003
2025-12-20 20:11:21,23.726,0.003
2025-12-20 20:11:26,23.726,0.0
2025-12-20 20:11:31,23.709,-0.003
2025-12-20 20:11:36,23.726,0.003
2025-12-20 20:11:41,23.709,-0.003
2025-12-20 20:11:46,23.709,0.0
2025-12-20 20:11:51,23.709,0.0
2025-12-20 20:11:56,23.726,0.003
2025-12-20 20:12:01,23.726,0.0
2025-12-20 20:12:06,23.726,0.0
2025-12-20 20:12:11,23.709,-0.003
2025-12-20 20:12:16,23.709,0.0
2025-12-20 20:12:21,23.297,-0.082
2025-12-20 20:12:26,23.709,0.082
2025-12-20 20:12:31,23.709,0.0
2025-12-20 20:12:36,23.726,0.003
2025-12-20 20:12:41,23.709,-0.003
2025-12-20 20:12:46,23.709,0.0
2025-12-20 20:12:51,23.726,0.003
2025-12-20 20:12:56,23.726,0.0
2025-12-20 20:13:01,23.726,0.0
2025-12-20 20:13:06,23.709,-0.003
2025-12-20 20:13:11,23.726,0.003
2025-12-20 20:13:16,23.709,-0.003
2025-12-20 20:13:21,23.726,0.003
2025-12-20 20:13:26,23.709,-0.003
2025-12-20 20:13:32,23.726,0.003
2025-12-20 20:13:37,23.709,-0.003
2025-12-20 20:13:42,23.726,0.003
2025-12-20 20:13:47,23.709,-0.003
2025-12-20 20:13:52,23.726,0.003
2025-12-20 20:13:57,23.709,-0.003
2025-12-20 20:14:02,23.709,0.0
2025-12-20 20:14:07,23.726,0.003
2025-12-20 20:14:12,23.726,0.0
2025-12-20 20:14:17,23.709,-0.003
2025-12-20 20:14:22,23.709,0.0
2025-12-20 20:14:27,23.709,0.0
2025-12-20 20:14:32,23.726,0.003
2025-12-20 20:14:37,23.726,0.0
2025-12-20 20:14:42,23.709,-0.003
2025-12-20 20:14:47,23.709,0.0
2025-12-20 20:14:52,23.709,0.0
2025-12-20 20:14:57,23.709,0.0
2025-12-20 20:15:02,23.726,0.003
2025-12-20 20:15:07,23.709,-0.003
2025-12-20 20:15:12,23.297,-0.082
2025-12-20 20:15:17,23.726,0.086
2025-12-20 20:15:22,23.726,0.0
2025-12-20 20:15:27,23.709,-0.003
2025-12-20 20:15:32,23.709,0.0
2025-12-20 20:15:37,23.709,0.0
2025-12-20 20:15:42,23.709,0.0
2025-12-20 20:15:47,23.709,0.0
2025-12-20 20:15:52,23.709,0.0
2025-12-20 20:15:57,23.709,0.0
2025-12-20 20:16:02,23.709,0.0
2025-12-20 20:16:07,23.709,0.0
2025-12-20 20:16:12,23.709,0.0
2025-12-20 20:16:17,23.709,0.0
2025-12-20 20:16:22,23.709,0.0
2025-12-20 20:16:27,23.709,0.0
2025-12-20 20:16:32,23.726,0.003
2025-12-20 20:16:37,23.709,-0.003
2025-12-20 20:16:42,23.726,0.003
2025-12-20 20:16:47,23.709,-0.003
2025-12-20 20:16:52,23.709,0.0
2025-12-20 20:16:57,23.726,0.003
2025-12-20 20:17:02,23.709,-0.003
2025-12-20 20:17:07,23.709,0.0
2025-12-20 20:17:12,23.709,0.0
2025-12-20 20:17:17,23.709,0.0
2025-12-20 20:17:22,23.709,0.0
2025-12-20 20:17:27,23.709,0.0
2025-12-20 20:17:32,23.709,0.0
2025-12-20 20:17:37,23.709,0.0
2025-12-20 20:17:42,23.709,0.0
2025-12-20 20:17:47,23.726,0.003
2025-12-20 20:17:52,23.709,-0.003
2025-12-20 20:17:57,23.709,0.0
2025-12-20 20:18:02,23.709,0.0
2025-12-20 20:18:07,23.709,0.0
2025-12-20 20:18:12,23.709,0.0
2025-12-20 20:18:17,23.709,0.0
2025-12-20 20:18:22,23.709,0.0
2025-12-20 20:18:27,23.709,0.0
2025-12-20 20:18:32,23.726,0.003
2025-12-20 20:18:37,23.709,-0.003
2025-12-20 20:18:42,23.726,0.003
2025-12-20 20:18:47,23.726,0.0
2025-12-20 20:18:52,23.709,-0.003
2025-12-20 20:18:57,23.709,0.0
2025-12-20 20:19:02,23.726,0.003
2025-12-20 20:19:07,23.709,-0.003
2025-12-20 20:19:12,23.726,0.003
2025-12-20 20:19:17,23.709,-0.003
2025-12-20 20:19:22,23.297,-0.082
2025-12-20 20:19:27,23.709,0.082
2025-12-20 20:19:32,23.709,0.0
2025-12-20 20:19:37,23.297,-0.082
2025-12-20 20:19:42,23.726,0.086
2025-12-20 20:19:47,23.709,-0.003
2025-12-20 20:19:52,23.726,0.003
2025-12-20 20:19:57,23.726,0.0
2025-12-20 20:20:02,23.709,-0.003
2025-12-20 20:20:07,23.726,0.003
2025-12-20 20:20:12,23.709,-0.003
2025-12-20 20:20:17,23.709,0.0
2025-12-20 20:20:22,23.726,0.003
2025-12-20 20:20:27,23.709,-0.003
2025-12-20 20:20:32,23.726,0.003
2025-12-20 20:20:37,23.726,0.0
2025-12-20 20:20:42,23.709,-0.003
2025-12-20 20:20:47,23.709,0.0
2025-12-20 20:20:52,23.726,0.003
2025-12-20 20:20:57,23.709,-0.003
2025-12-20 20:21:02,23.726,0.003
2025-12-20 20:21:07,23.709,-0.003
2025-12-20 20:21:12,23.709,0.0
2025-12-20 20:21:17,23.709,0.0
2025-12-20 20:21:22,23.709,0.0
2025-12-20 20:21:27,23.726,0.003
2025-12-20 20:21:32,23.709,-0.003
2025-12-20 20:21:37,23.709,0.0
2025-12-20 20:21:42,23.709,0.0
2025-12-20 20:21:47,23.709,0.0
2025-12-20 20:21:52,23.709,0.0
2025-12-20 20:21:57,23.297,-0.082
2025-12-20 20:22:02,23.709,0.082
2025-12-20 20:22:07,23.709,0.0
2025-12-20 20:22:12,23.709,0.0
2025-12-20 20:22:17,23.709,0.0
2025-12-20 20:22:22,23.709,0.0
2025-12-20 20:22:27,23.726,0.003
2025-12-20 20:22:32,23.709,-0.003
2025-12-20 20:22:37,23.709,0.0
2025-12-20 20:22:42,23.726,0.003
2025-12-20 20:22:47,23.726,0.0
2025-12-20 20:22:52,23.709,-0.003
2025-12-20 20:22:57,23.709,0.0
2025-12-20 20:23:02,23.709,0.0
2025-12-20 20:23:07,23.709,0.0
2025-12-20 20:23:12,23.726,0.003
2025-12-20 20:23:17,23.709,-0.003
2025-12-20 20:23:22,23.709,0.0
2025-12-20 20:23:27,23.726,0.003
2025-12-20 20:23:32,23.709,-0.003
2025-12-20 20:23:37,23.709,0.0
2025-12-20 20:23:42,23.709,0.0
2025-12-20 20:23:47,23.726,0.003
2025-12-20 20:23:52,23.709,-0.003
2025-12-20 20:23:57,23.709,0.0
2025-12-20 20:24:02,23.726,0.003
2025-12-20 20:24:07,23.726,0.0
2025-12-20 20:24:12,23.726,0.0
2025-12-20 20:24:17,23.709,-0.003
2025-12-20 20:24:22,23.709,0.0
2025-12-20 20:24:27,23.709,0.0
2025-12-20 20:24:32,23.726,0.003
2025-12-20 20:24:37,23.726,0.0
2025-12-20 20:24:42,23.726,0.0
2025-12-20 20:24:47,23.709,-0.003
2025-12-20 20:24:53,23.709,0.0
2025-12-20 20:24:58,23.726,0.003
2025-12-20 20:25:03,23.297,-0.086
2025-12-20 20:25:08,23.709,0.082
2025-12-20 20:25:13,23.709,0.0
2025-12-20 20:25:18,23.726,0.003
2025-12-20 20:25:23,23.726,0.0
2025-12-20 20:25:28,23.709,-0.003
2025-12-20 20:25:33,23.709,0.0
2025-12-20 20:25:38,23.726,0.003
2025-12-20 20:25:43,23.709,-0.003
2025-12-20 20:25:48,23.709,0.0
2025-12-20 20:25:53,23.709,0.0
2025-12-20 20:25:58,23.709,0.0
2025-12-20 20:26:03,23.726,0.003
2025-12-20 20:26:08,23.709,-0.003
2025-12-20 20:26:13,23.726,0.003
2025-12-20 20:26:18,23.709,-0.003
2025-12-20 20:26:23,23.709,0.0
2025-12-20 20:26:28,23.709,0.0
2025-12-20 20:26:33,23.709,0.0
2025-12-20 20:26:38,23.709,0.0
2025-12-20 20:26:43,23.726,0.003
2025-12-20 20:26:48,23.709,-0.003
2025-12-20 20:26:53,23.709,0.0
2025-12-20 20:26:58,23.709,0.0
2025-12-20 20:27:03,23.726,0.003
2025-12-20 20:27:08,23.726,0.0
2025-12-20 20:27:13,23.726,0.0
2025-12-20 20:27:18,23.709,-0.003
2025-12-20 20:27:23,23.726,0.003
2025-12-20 20:27:28,23.709,-0.003
2025-12-20 20:27:33,23.263,-0.089
2025-12-20 20:27:38,23.263,0.0
2025-12-20 20:27:43,23.709,0.089
2025-12-20 20:27:48,23.297,-0.082
2025-12-20 20:27:53,23.709,0.082
2025-12-20 20:27:58,23.726,0.003
2025-12-20 20:28:03,23.675,-0.01
2025-12-20 20:28:08,23.709,0.007
2025-12-20 20:28:13,23.726,0.003
2025-12-20 20:28:18,23.297,-0.086
2025-12-20 20:28:23,23.709,0.082
2025-12-20 20:28:28,23.297,-0.082
2025-12-20 20:28:33,23.726,0.086
2025-12-20 20:28:38,23.709,-0.003
2025-12-20 20:28:43,23.726,0.003
2025-12-20 20:28:48,23.726,0.0
2025-12-20 20:28:53,23.709,-0.003
2025-12-20 20:28:58,23.726,0.003
2025-12-20 20:29:03,23.726,0.0
2025-12-20 20:29:08,23.709,-0.003
2025-12-20 20:29:13,23.709,0.0
2025-12-20 20:29:18,23.726,0.003
2025-12-20 20:29:23,23.297,-0.086
2025-12-20 20:29:28,23.726,0.086
2025-12-20 20:29:33,23.709,-0.003
2025-12-20 20:29:38,23.709,0.0
2025-12-20 20:29:43,23.709,0.0
2025-12-20 20:29:48,23.709,0.0
2025-12-20 20:29:53,23.709,0.0
2025-12-20 20:29:58,23.709,0.0
2025-12-20 20:30:03,23.709,0.0
2025-12-20 20:30:08,23.709,0.0
2025-12-20 20:30:13,23.709,0.0
2025-12-20 20:30:18,23.709,0.0
2025-12-20 20:36:25,23.726,0.003
2025-12-20 20:36:30,23.709,-0.003
2025-12-20 20:36:35,23.709,0.0
2025-12-20 20:36:40,23.709,0.0
2025-12-20 20:36:45,23.297,-0.082
2025-12-20 20:36:50,23.709,0.082
2025-12-20 20:36:55,23.709,0.0
2025-12-20 20:37:00,23.709,0.0
2025-12-20 20:37:05,23.709,0.0
2025-12-20 20:37:10,23.726,0.003
2025-12-20 20:37:15,23.709,-0.003
2025-12-20 20:37:20,23.709,0.0
2025-12-20 20:37:25,23.726,0.003
2025-12-20 20:37:30,23.709,-0.003
2025-12-20 20:37:35,23.709,0.0
2025-12-20 20:37:40,23.709,0.0
2025-12-20 20:37:45,23.709,0.0
2025-12-20 20:37:50,23.709,0.0
2025-12-20 20:37:55,23.709,0.0
2025-12-20 20:38:00,23.709,0.0
2025-12-20 20:38:05,23.709,0.0
2025-12-20 20:38:10,23.709,0.0
2025-12-20 20:38:15,23.726,0.003
2025-12-20 20:38:20,23.726,0.0
2025-12-20 20:38:25,23.709,-0.003
2025-12-20 20:38:30,23.709,0.0
2025-12-20 20:38:35,23.709,0.0
2025-12-20 20:38:40,23.709,0.0
2025-12-20 20:38:45,23.709,0.0
2025-12-20 20:38:50,23.709,0.0
2025-12-20 20:38:55,23.709,0.0
2025-12-20 20:39:00,23.709,0.0
2025-12-20 20:39:05,23.726,0.003
2025-12-20 20:39:10,23.726,0.0
2025-12-20 20:39:15,23.726,0.0
2025-12-20 20:39:20,23.709,-0.003
2025-12-20 20:39:25,23.709,0.0
2025-12-20 20:39:30,23.709,0.0
2025-12-20 20:39:35,23.709,0.0
2025-12-20 20:39:40,23.709,0.0
2025-12-20 20:39:45,23.726,0.003
2025-12-20 20:39:50,23.726,0.0
2025-12-20 20:39:55,23.726,0.0
2025-12-20 20:40:00,23.709,-0.003
2025-12-20 20:40:05,23.709,0.0
2025-12-20 20:40:10,23.726,0.003
2025-12-20 20:40:15,23.726,0.0
2025-12-20 20:40:20,23.709,-0.003
2025-12-20 20:40:25,23.726,0.003
2025-12-20 20:40:30,23.709,-0.003
2025-12-20 20:40:35,23.726,0.003
2025-12-20 20:40:40,23.709,-0.003
2025-12-20 20:40:45,23.726,0.003
2025-12-20 20:40:50,23.709,-0.003
2025-12-20 20:40:55,23.709,0.0
2025-12-20 20:41:00,23.709,0.0
2025-12-20 20:41:05,23.726,0.003
2025-12-20 20:41:10,23.297,-0.086
2025-12-20 20:41:15,23.709,0.082
2025-12-20 20:41:20,23.709,0.0
2025-12-20 20:41:25,23.709,0.0
2025-12-20 20:41:30,23.709,0.0
2025-12-20 20:41:35,23.709,0.0
2025-12-20 20:41:40,23.709,0.0
2025-12-20 20:41:45,23.709,0.0
2025-12-20 20:41:50,23.709,0.0
2025-12-20 20:41:55,23.709,0.0
2025-12-20 20:42:00,23.709,0.0
2025-12-20 20:42:05,23.709,0.0
2025-12-20 20:42:10,23.726,0.003
2025-12-20 20:42:15,23.709,-0.003
2025-12-20 20:42:20,23.726,0.003
2025-12-20 20:42:25,23.709,-0.003
2025-12-20 20:42:30,-1.0,0.0
2025-12-20 20:42:35,-1.0,0.0
2025-12-20 20:42:40,-1.0,0.0
2025-12-20 20:42:45,-1.0,0.0
2025-12-20 20:42:50,-1.0,0.0
2025-12-20 20:42:55,-1.0,0.0
2025-12-20 20:43:00,-1.0,0.0
2025-12-20 20:43:05,-1.0,0.0
2025-12-20 20:43:10,-1.0,0.0
2025-12-20 20:43:15,-1.0,0.0
2025-12-20 20:43:20,23.28,-0.008
2025-12-20 20:43:25,-1.0,0.0
2025-12-20 20:43:30,-1.0,0.0
2025-12-20 20:43:35,-1.0,0.0
2025-12-20 20:43:40,-1.0,0.0
2025-12-20 20:43:45,-1.0,0.0
2025-12-20 20:43:50,23.726,0.015
2025-12-20 20:43:55,-1.0,0.0
2025-12-20 20:44:00,-1.0,0.0
2025-12-20 20:44:05,-1.0,0.0
2025-12-20 20:44:10,-1.0,0.0
2025-12-20 20:44:15,-1.0,0.0
2025-12-20 20:44:20,-1.0,0.0
2025-12-20 20:44:25,-1.0,0.0
2025-12-20 20:44:30,-1.0,0.0
2025-12-20 20:44:35,-1.0,0.0
2025-12-20 20:44:40,-1.0,0.0
2025-12-20 20:44:45,-1.0,0.0
2025-12-20 20:44:50,-1.0,0.0
2025-12-20 20:44:55,-1.0,0.0
2025-12-20 20:45:00,-1.0,0.0
2025-12-20 20:45:05,-1.0,0.0
2025-12-20 20:45:10,-1.0,0.0
2025-12-20 20:45:15,-1.0,0.0
2025-12-20 20:45:20,-1.0,0.0
2025-12-20 20:45:25,-1.0,0.0
2025-12-20 20:45:30,23.709,-0.0
2025-12-20 20:45:35,-1.0,0.0
2025-12-20 20:45:40,-1.0,0.0
2025-12-20 20:45:45,-1.0,0.0
2025-12-20 20:45:50,-1.0,0.0
2025-12-20 20:45:55,-1.0,0.0
2025-12-20 20:46:00,-1.0,0.0
2025-12-20 20:46:05,-1.0,0.0
2025-12-20 20:46:10,-1.0,0.0
2025-12-20 20:46:15,-1.0,0.0
2025-12-20 20:46:20,-1.0,0.0
2025-12-20 20:46:25,-1.0,0.0
2025-12-20 20:46:30,-1.0,0.0
2025-12-20 20:46:35,-1.0,0.0
2025-12-20 20:46:40,-1.0,0.0
2025-12-20 20:46:45,-1.0,0.0
2025-12-20 20:46:50,-1.0,0.0
2025-12-20 20:46:55,-1.0,0.0
2025-12-20 20:47:00,-1.0,0.0
2025-12-20 20:47:05,-1.0,0.0
2025-12-20 20:47:10,23.726,0.0
2025-12-20 20:47:15,-1.0,0.0
2025-12-20 20:47:20,-1.0,0.0
2025-12-20 20:47:25,-1.0,0.0
2025-12-20 20:47:30,-1.0,0.0
2025-12-20 20:47:35,-1.0,0.0
2025-12-20 20:47:40,-1.0,0.0
2025-12-20 20:47:45,-1.0,0.0
2025-12-20 20:47:50,-1.0,0.0
2025-12-20 20:47:55,-1.0,0.0
2025-12-20 20:48:00,-1.0,0.0
2025-12-20 20:48:05,-1.0,0.0
2025-12-20 20:48:10,-1.0,0.0
2025-12-20 20:48:15,-1.0,0.0
2025-12-20 20:48:20,23.709,-0.0
2025-12-20 20:48:25,23.297,-0.082
2025-12-20 20:48:30,-1.0,0.0
2025-12-20 20:48:35,-1.0,0.0
2025-12-20 20:48:40,23.726,0.028
2025-12-20 20:48:46,-1.0,0.0
2025-12-20 20:48:51,-1.0,0.0
2025-12-20 20:48:56,-1.0,0.0
2025-12-20 20:49:01,-1.0,0.0
2025-12-20 20:49:06,-1.0,0.0
2025-12-20 20:49:11,-1.0,0.0
2025-12-20 20:49:16,-1.0,0.0
2025-12-20 20:49:21,-1.0,0.0
2025-12-20 20:49:26,-1.0,0.0
2025-12-20 20:49:31,-1.0,0.0
2025-12-20 20:49:36,-1.0,0.0
2025-12-20 20:49:41,-1.0,0.0
2025-12-20 21:59:19,-1.0,0.0
2025-12-20 21:59:24,-1.0,0.0
2025-12-20 21:59:29,-1.0,0.0
2025-12-20 21:59:34,-1.0,0.0
2025-12-20 21:59:39,-1.0,0.0
2025-12-20 21:59:44,-1.0,0.0
2025-12-20 21:59:49,-1.0,0.0
2025-12-20 21:59:54,23.726,0.006
2025-12-20 21:59:59,-1.0,0.0
2025-12-20 22:00:04,-1.0,0.0
2025-12-20 22:00:09,-1.0,0.0
2025-12-20 22:00:14,-1.0,0.0
2025-12-20 22:00:19,-1.0,0.0
2025-12-20 22:00:24,-1.0,0.0
2025-12-20 22:00:29,-1.0,0.0
2025-12-20 22:00:34,-1.0,0.0
2025-12-20 22:00:39,-1.0,0.0
2025-12-20 22:00:44,-1.0,0.0
2025-12-20 22:00:49,-1.0,0.0
2025-12-20 22:00:54,-1.0,0.0
2025-12-20 22:00:59,23.709,-0.0
2025-12-20 22:01:04,-1.0,0.0
2025-12-20 22:01:09,-1.0,0.0
2025-12-20 22:01:14,-1.0,0.0
2025-12-20 22:01:19,-1.0,0.0
2025-12-20 22:01:24,-1.0,0.0
2025-12-20 22:01:29,-1.0,0.0
2025-12-20 22:01:34,-1.0,0.0
2025-12-20 22:01:39,-1.0,0.0
2025-12-20 22:01:44,-1.0,0.0
2025-12-20 22:01:49,-1.0,0.0
2025-12-20 22:01:54,-1.0,0.0
2025-12-20 22:01:59,-1.0,0.0
2025-12-20 22:02:04,-1.0,0.0
2025-12-20 22:02:09,-1.0,0.0
2025-12-20 22:02:14,-1.0,0.0
2025-12-20 22:02:19,-1.0,0.0
2025-12-20 22:02:24,-1.0,0.0
2025-12-20 22:02:29,-1.0,0.0
2025-12-20 22:02:34,-1.0,0.0
2025-12-20 22:02:39,-1.0,0.0
2025-12-20 22:02:44,-1.0,0.0
2025-12-20 22:02:49,-1.0,0.0
2025-12-20 22:02:54,-1.0,0.0
2025-12-20 22:02:59,-1.0,0.0
2025-12-20 22:03:04,-1.0,0.0
2025-12-20 22:03:09,-1.0,0.0
2025-12-20 22:03:14,-1.0,0.0
2025-12-20 22:03:19,-1.0,0.0
2025-12-20 22:03:24,-1.0,0.0
2025-12-20 22:03:29,-1.0,0.0
2025-12-20 22:03:34,-1.0,0.0
2025-12-20 22:03:39,-1.0,0.0
2025-12-20 22:03:44,-1.0,0.0
2025-12-20 22:03:49,-1.0,0.0
2025-12-20 22:03:54,-1.0,0.0
2025-12-20 22:03:59,-1.0,0.0
2025-12-20 22:04:04,-1.0,0.0
2025-12-20 22:04:09,-1.0,0.0
2025-12-20 22:04:14,-1.0,0.0
2025-12-20 22:04:19,-1.0,0.0
2025-12-20 22:04:24,-1.0,0.0
2025-12-20 22:04:29,-1.0,0.0
2025-12-20 22:04:34,-1.0,0.0
2025-12-20 22:04:39,-1.0,0.0
2025-12-20 22:04:44,-1.0,0.0
2025-12-20 22:04:49,-1.0,0.0
2025-12-20 22:04:54,-1.0,0.0
2025-12-20 22:04:59,-1.0,0.0
2025-12-20 22:05:04,-1.0,0.0
2025-12-20 22:05:09,-1.0,0.0
2025-12-20 22:05:14,-1.0,0.0
2025-12-20 22:05:19,-1.0,0.0
2025-12-20 22:05:24,-1.0,0.0
2025-12-20 22:05:29,-1.0,0.0
2025-12-20 22:05:34,-1.0,0.0
2025-12-20 22:05:39,-1.0,0.0
2025-12-20 22:05:44,-1.0,0.0
2025-12-20 22:05:49,-1.0,0.0
2025-12-20 22:05:54,-1.0,0.0
2025-12-20 22:05:59,-1.0,0.0
2025-12-20 22:06:04,-1.0,0.0
2025-12-20 22:06:09,-1.0,0.0
2025-12-20 22:06:14,-1.0,0.0
2025-12-20 22:06:19,-1.0,0.0
2025-12-20 22:06:24,-1.0,0.0
2025-12-20 22:06:29,-1.0,0.0
2025-12-20 22:06:34,-1.0,0.0
2025-12-20 22:06:39,-1.0,0.0
2025-12-20 22:06:44,-1.0,0.0
2025-12-20 22:06:49,-1.0,0.0
2025-12-20 22:06:54,-1.0,0.0
2025-12-20 22:06:59,-1.0,0.0
2025-12-20 22:07:04,-1.0,0.0
2025-12-20 22:07:09,-1.0,0.0
2025-12-20 22:07:14,-1.0,0.0
2025-12-20 22:07:19,-1.0,0.0
2025-12-20 22:07:24,-1.0,0.0
2025-12-20 22:07:29,-1.0,0.0
2025-12-20 22:07:34,-1.0,0.0
2025-12-20 22:07:39,-1.0,0.0
2025-12-20 22:07:44,-1.0,0.0
2025-12-20 22:07:49,-1.0,0.0
2025-12-20 22:07:54,-1.0,0.0
2025-12-20 22:07:59,-1.0,0.0
2025-12-20 22:08:04,-1.0,0.0
2025-12-20 22:08:09,-1.0,0.0
2025-12-20 22:08:14,-1.0,0.0
2025-12-20 22:08:19,-1.0,0.0
2025-12-20 22:08:24,-1.0,0.0
2025-12-20 22:08:29,-1.0,0.0
2025-12-20 22:08:34,-1.0,0.0
2025-12-20 22:08:39,-1.0,0.0
2025-12-20 22:08:44,-1.0,0.0
2025-12-20 22:08:49,-1.0,0.0
2025-12-20 22:08:54,-1.0,0.0
2025-12-20 22:08:59,-1.0,0.0
2025-12-20 22:09:04,-1.0,0.0
2025-12-20 22:09:09,-1.0,0.0
2025-12-20 22:09:14,-1.0,0.0
2025-12-20 22:09:19,-1.0,0.0
2025-12-20 22:09:24,-1.0,0.0
2025-12-20 22:09:29,-1.0,0.0
2025-12-20 22:09:34,-1.0,0.0
2025-12-20 22:09:39,-1.0,0.0
2025-12-20 22:09:44,-1.0,0.0
2025-12-20 22:09:49,-1.0,0.0
2025-12-20 22:09:54,-1.0,0.0
2025-12-20 22:09:59,-1.0,0.0
2025-12-20 22:10:04,-1.0,0.0
2025-12-20 22:10:09,-1.0,0.0
2025-12-20 22:10:14,-1.0,0.0
2025-12-20 22:10:19,-1.0,0.0
2025-12-20 22:10:24,-1.0,0.0
2025-12-20 22:10:29,-1.0,0.0
2025-12-20 22:10:34,-1.0,0.0
2025-12-20 22:10:39,-1.0,0.0
2025-12-20 22:10:44,-1.0,0.0
2025-12-20 22:10:49,-1.0,0.0
2025-12-20 22:10:54,-1.0,0.0
2025-12-20 22:10:59,-1.0,0.0
2025-12-20 22:11:04,-1.0,0.0
2025-12-20 22:11:09,-1.0,0.0
2025-12-20 22:11:14,-1.0,0.0
2025-12-20 22:11:19,-1.0,0.0
2025-12-20 22:11:24,-1.0,0.0
2025-12-20 22:11:29,-1.0,0.0
2025-12-20 22:11:34,-1.0,0.0
2025-12-20 22:11:39,-1.0,0.0
2025-12-20 22:11:44,-1.0,0.0
2025-12-20 22:11:49,-1.0,0.0
2025-12-20 22:11:54,-1.0,0.0
2025-12-20 22:11:59,-1.0,0.0
2025-12-20 22:12:04,-1.0,0.0
2025-12-20 22:12:09,23.297,-0.001
2025-12-20 22:12:14,-1.0,0.0
2025-12-20 22:12:19,-1.0,0.0
2025-12-20 22:12:24,-1.0,0.0
2025-12-20 22:12:29,-1.0,0.0
2025-12-20 22:12:34,-1.0,0.0
2025-12-20 22:12:39,-1.0,0.0
2025-12-20 22:12:44,-1.0,0.0
2025-12-20 22:12:49,-1.0,0.0
2025-12-20 22:12:54,-1.0,0.0
2025-12-20 22:12:59,-1.0,0.0
2025-12-20 22:13:05,-1.0,0.0
2025-12-20 22:13:10,23.726,0.007
2025-12-20 22:13:15,-1.0,0.0
2025-12-20 22:13:20,-1.0,0.0
2025-12-20 22:13:25,-1.0,0.0
2025-12-20 22:13:30,-1.0,0.0
2025-12-20 22:13:35,-1.0,0.0
2025-12-20 22:13:40,-1.0,0.0
2025-12-20 22:13:45,-1.0,0.0
2025-12-20 22:13:50,23.709,-0.0
2025-12-20 22:13:55,-1.0,0.0
2025-12-20 22:14:00,-1.0,0.0
2025-12-20 22:14:05,23.709,0.0
2025-12-20 22:14:10,-1.0,0.0
2025-12-20 22:14:15,-1.0,0.0
2025-12-20 22:14:20,-1.0,0.0
2025-12-20 22:14:25,-1.0,0.0
2025-12-20 22:14:30,-1.0,0.0
2025-12-20 22:14:35,-1.0,0.0
2025-12-20 22:14:40,-1.0,0.0
2025-12-20 22:14:45,-1.0,0.0
2025-12-20 22:14:50,-1.0,0.0
2025-12-20 22:14:55,-1.0,0.0
2025-12-20 22:15:00,-1.0,0.0
2025-12-20 22:15:05,-1.0,0.0
2025-12-20 22:15:10,-1.0,0.0
2025-12-20 22:15:15,-1.0,0.0
2025-12-20 22:15:20,-1.0,0.0
2025-12-20 22:15:25,-1.0,0.0
2025-12-20 22:15:30,-1.0,0.0
2025-12-20 22:15:35,-1.0,0.0
2025-12-20 22:15:40,-1.0,0.0
2025-12-20 22:15:45,-1.0,0.0
2025-12-20 22:15:50,-1.0,0.0
2025-12-20 22:15:55,-1.0,0.0
2025-12-20 22:16:00,-1.0,0.0
2025-12-20 22:16:05,-1.0,0.0
2025-12-20 22:16:10,-1.0,0.0
2025-12-20 22:16:15,-1.0,0.0
2025-12-20 22:16:20,-1.0,0.0
2025-12-20 22:16:25,-1.0,0.0
2025-12-20 22:16:30,-1.0,0.0
2025-12-20 22:16:35,-1.0,0.0
2025-12-20 22:16:40,-1.0,0.0
2025-12-20 22:16:45,-1.0,0.0
